0	0	-3.3550343611481392
1	0	-3.373933362399087
2	0	-3.430698701781097
3	0	-3.5255369224787887
4	0	-3.6587974579456706
5	0	-3.8309806886642033
6	0	-4.042749773677882
7	0	-4.294946865663356
8	0	-4.5886145817191215
9	0	-4.925023949162836
10	0	-5.305710517535436
11	0	-5.732520986212675
12	0	-6.207673636082517
13	0	-6.73383722264465
14	0	-7.314235027199322
15	0	-7.952783871183049
16	0	-8.6542827557193
17	0	-9.424673589138393
18	0	-10.271409386218034
19	0	-11.203987489557274
20	0	-12.234744959635506
21	0	-13.380087424050792
22	0	-14.66246948016219
23	0	-16.113755644622024
24	0	-17.781306215060244
25	0	-19.739961316938164
26	0	-22.118470903926507
27	0	-25.168124020735668
28	0	-29.494372180217763
29	0	-37.39024515188942
30	0	-46.30013014197871
31	0	-33.35248519071189
32	0	-28.764993356883043
33	0	-26.068607476216926
34	0	-24.24618894252543
35	0	-22.9359513148958
36	0	-21.966989241452268
37	0	-21.244951134372926
38	0	-20.712267258866937
39	0	-20.331269862304158
40	0	-20.076015047570227
41	0	-19.927923928720034
42	0	-19.873285181626613
43	0	-19.901740540198997
44	0	-20.00532349242908
45	0	-20.177825940521657
46	0	-20.414367939131147
47	0	-20.711097945219077
48	0	-21.06497971552742
49	0	-21.473638433814596
50	0	-21.935248436591607
51	0	-22.448450928419504
52	0	-23.012293898737077
53	0	-23.626188947653333
54	0	-24.289881406181383
55	0	-25.003431301274933
56	0	-25.76720355603543
57	0	-26.581866451504936
58	0	-27.448397890065227
59	0	-28.36809945060778
60	0	-29.342618659669938
61	0	-30.37398036432898
62	0	-31.46462862878208
63	0	-32.61748124511079
64	0	-33.835999828620594
65	0	-35.12427967439868
66	0	-36.487165260132
67	0	-37.93039976920522
68	0	-39.460820732939965
69	0	-41.086619619784855
70	0	-42.81769227257814
71	0	-44.666121938267295
72	0	-46.646861822628686
73	0	-48.77872868202127
74	0	-51.0859018305085
75	0	-53.6002851888468
76	0	-56.36543493398364
77	0	-59.44354985633286
78	0	-62.92906390983526
79	0	-66.97845066158615
80	0	-71.88798899677681
81	0	-78.3626610269018
82	0	-89.19926600205602
83	0	-96.65583244039854
84	0	-88.59386744038599
85	0	-87.66405813977104
86	0	-89.20413939091858
87	0	-92.73558805320634
88	0	-98.8638971248183
89	0	-110.39830892260193
0	1	-3.3550343611481392
1	1	-3.364450376691628
2	1	-3.4117420971544012
3	1	-3.49711875018426
4	1	-3.6209323294211924
5	1	-3.7836856422256684
6	1	-3.9860441281261965
7	1	-4.228852055898466
8	1	-4.513153970195022
9	1	-4.840222605205103
10	1	-5.211594953938979
11	1	-5.629118838775371
12	1	-6.095013266232844
13	1	-6.611947215163905
14	1	-7.183143542706263
15	1	-7.812517793996401
16	1	-8.504866547541427
17	1	-9.266127709854558
18	1	-10.103748060423143
19	1	-11.027215453081043
20	1	-12.048852557305958
21	1	-13.185042925850034
22	1	-14.458206457112261
23	1	-15.900151000436278
24	1	-17.558139089211547
25	1	-19.506828593405587
26	1	-21.874589514884406
27	1	-24.911771198720373
28	1	-29.220707614861233
29	1	-37.07420605896054
30	1	-46.195476674088525
31	1	-33.11397952061271
32	1	-28.503666778513043
33	1	-25.793722251597163
34	1	-23.96056227356601
35	1	-22.640847754026506
36	1	-21.663111906877155
37	1	-20.932751190019143
38	1	-20.392066231086204
39	1	-20.003315922098082
40	1	-19.740511829381063
41	1	-19.585046499784042
42	1	-19.523189437917836
43	1	-19.544568993277142
44	1	-19.641208956088764
45	1	-19.806893932919746
46	1	-20.036738263374442
47	1	-20.326885721693607
48	1	-20.674296032160857
49	1	-21.076590717287004
50	1	-21.53194060860787
51	1	-22.038983386080663
52	1	-22.59676334098541
53	1	-23.20468805733201
54	1	-23.86249838735843
55	1	-24.57024926274655
56	1	-25.3282997233171
57	1	-26.137311180254102
58	1	-26.998253442862172
59	1	-27.912418485306528
60	1	-28.88144235977197
61	1	-29.907336118172175
62	1	-30.992527132113633
63	1	-32.139912856885154
64	1	-33.352929946670734
65	1	-34.63564280674175
66	1	-35.992857334471445
67	1	-37.43026802398424
68	1	-38.9546502286191
69	1	-40.574114931214815
70	1	-42.29845215257591
71	1	-44.13960345843678
72	1	-46.11232827735397
73	1	-48.23517153338082
74	1	-50.53191935666167
75	1	-53.03388511832688
76	1	-55.78369488155555
77	1	-58.841989451945636
78	1	-62.30036735895831
79	1	-66.30949815534211
80	1	-71.15144438788549
81	1	-77.48364990316507
82	1	-87.77214198894741
83	1	-97.84962910611071
84	1	-88.44819374133925
85	1	-87.28138695421822
86	1	-88.65654887394685
87	1	-91.9575110317791
88	1	-97.55453715361597
89	1	-107.03754482179593
0	2	-3.3550343611481392
1	2	-3.3549768120365755
2	2	-3.3928171683432677
3	2	-3.4687668227956143
4	2	-3.5831795670658972
5	2	-3.7365596145172155
6	2	-3.9295733815227702
7	2	-4.163065632708911
8	2	-4.438080857277233
9	2	-4.755891088461819
10	2	-5.118031846925977
11	2	-5.526348542484109
12	2	-5.983056600669151
13	2	-6.490819938953154
14	2	-7.052854440089983
15	2	-7.673066151645983
16	2	-8.3562387534685
17	2	-9.10829255989841
18	2	-9.936650110922812
19	2	-10.850765327539351
20	2	-11.862912330171866
21	2	-12.989403203563327
22	2	-14.252548719985935
23	2	-15.683982084112804
24	2	-17.330668681843864
25	2	-19.26671761034604
26	2	-21.61936217494608
27	2	-24.63615423464176
28	2	-28.910195854961017
29	2	-36.655117629107735
30	2	-46.44353680960201
31	2	-32.95886853411259
32	2	-28.295649178698355
33	2	-25.56085086614641
34	2	-23.711192454721793
35	2	-22.37861439131266
36	2	-21.389944773381842
37	2	-20.649813593835322
38	2	-20.10012535688482
39	2	-19.7029130610315
40	2	-19.432049498277596
41	2	-19.268836715130494
42	2	-19.19948213405728
43	2	-19.21356954647362
44	2	-19.303089373102335
45	2	-19.461800167092886
46	2	-19.684795055666577
47	2	-19.968199791285237
48	2	-20.30895811804626
49	2	-20.70467678170914
50	2	-21.15351239592336
51	2	-21.6540884551236
52	2	-22.205434637688754
53	2	-22.806943057055502
54	2	-23.45833780678607
55	2	-24.159655315194453
56	2	-24.911233865759606
57	2	-25.713711272706917
58	2	-26.568030208319353
59	2	-27.475451118155718
60	2	-28.437573078586844
61	2	-29.456363389617938
62	2	-30.5341971986918
63	2	-31.673909071029883
64	2	-32.878859230133585
65	2	-34.15301829078361
66	2	-35.50107585132302
67	2	-36.928580545765975
68	2	-38.442122474354
69	2	-40.04957399435611
70	2	-41.760412803181424
71	2	-43.58616412857954
72	2	-45.54102046851899
73	2	-47.642735134611584
74	2	-49.91395514330877
75	2	-52.384293219711545
76	2	-55.09371655433513
77	2	-58.09845403001792
78	2	-61.48217638284699
79	2	-65.37961997910207
80	2	-70.03493308717232
81	2	-75.98539344067291
82	2	-84.97845625675228
83	2	-107.24607504706243
84	2	-89.29527817481868
85	2	-87.31795440519645
86	2	-88.21785477466403
87	2	-90.96624177380504
88	2	-95.59758241356246
89	2	-103.10979902550882
0	3	-3.3550343611481392
1	3	-3.345515517239796
2	3	-3.3739294222523113
3	3	-3.440488952723115
4	3	-3.545548780003518
5	3	-3.6896133525941357
6	3	-3.87334861686198
7	3	-4.097598077241168
8	3	-4.363404056832163
9	3	-4.672035361465848
10	3	-5.025023015127861
11	3	-5.4242063824874105
12	3	-5.8717929178249655
13	3	-6.370436124789629
14	3	-6.923338313453762
15	3	-7.534387789557936
16	3	-8.208344868681367
17	3	-8.951098739625486
18	3	-9.770029823642446
19	3	-10.674533894130228
20	3	-11.676802762413981
21	3	-12.793028338692125
22	3	-14.045339054554004
23	3	-15.465077737178891
24	3	-17.098717702020377
25	3	-19.019462560209707
26	3	-21.35267708530416
27	3	-24.341336805702372
28	3	-28.563564597892665
29	3	-36.1391040537532
30	3	-47.10819571377308
31	3	-32.88929919589285
32	3	-28.141223491967892
33	3	-25.369790371186916
34	3	-23.497652088159228
35	3	-22.148682981938215
36	3	-21.14681313291355
37	3	-20.395373489832807
38	3	-19.835598056302203
39	3	-19.429137531161732
40	3	-19.149629645706195
41	3	-18.97822287489962
42	3	-18.901019004311625
43	3	-18.90752573699279
44	3	-18.98967627340606
45	3	-19.14118429305891
46	3	-19.357106232411915
47	3	-19.63353656283849
48	3	-19.96739122915332
49	3	-20.35625125600914
50	3	-20.798248537396024
51	3	-21.291981972860526
52	3	-21.836456008098395
53	3	-22.43103617539015
54	3	-23.0754179308447
55	3	-23.769606261265984
56	3	-24.513904375245662
57	3	-25.30891042311946
58	3	-26.155521690246395
59	3	-27.054946135481536
60	3	-28.00872154657666
61	3	-29.01874299603856
62	3	-30.08729974500055
