-0.22851,-0.24655
-0,-0
-0,-0
-0,-0
-0,-0
-0.17501,-0.31835
-0,-0
-0,-0
-0.28741,-0.30205
-0,-0
-0.15946,-0.2836
-0.13332,-0.24273
-0.083544,-0.16766
-0,-0
-0.27681,-0.52955
-0,-0
-0.012662,0
-0.13977,-0.099393
-0.24919,-0.26385
-0.30113,-0.31117
-0.40555,-0.37262
-0.2495,-0.25409
-0.19371,-0.2107
-0.057587,-0.2122
-0,-0
-0.074413,-0.15269
-0,-0
-0,-0
-0.29671,-0.37015
-0.082462,-0.03374
-0.13159,-0.01251
-0.20377,-0.1522
-0,-0
-0,-0
-0.30016,-0.3603
-0.34469,-0.37986
-0.22645,-0.2757
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
NaN,NaN
-0,-0
-0,-0
-0.088157,-0.13267
-0.077913,-0.030865
-0,-0
-0.22654,-0.20272
-0,-0
-0.1312,-0.079439
-0,-0
-0,-0
-0,-0
-0.32983,-0.46109
-0.29951,-0.29368
-0,-0
-0.28447,-0.28459
-0.1386,-0.18124
-0.076462,-0.16692
-0.14728,-0.13483
-0,-0
-0.10859,-0.080359
-0,-0
-0,-0
-0,-0
0,-0.09145
NaN,NaN
-0,-0
-0.23352,-0.21186
-0,-0
-0,-0
-0,-0
-0.25814,-0.14635
-0,-0
-0,-0
-0,-0
-0.31773,-0.40949
-0.47463,-0.47297
-0.37826,-0.3084
-0.23593,-0.28149
-0.14005,-0.12786
-0.051213,-0.23757
-0.11132,-0.15494
-0.035931,-0.18189
-0.13337,-0.17736
-0,-0
-0.1352,-0.13629
-0,-0
-0,-0
-0,-0
-0.074312,-0.12434
-0.19031,-0.21025
-0,-0
-0.30541,-0.21545
-0,-0
-0,-0
-0,-0
-0.40815,-0.31125
-0.4808,-0.30536
-0.38344,-0.23956
-0.52856,-0.40446
-0.51065,-0.52582
-0,-0
-0.42692,-0.4749
-0.45109,-0.52709
-0.34487,-0.33201
-0.30408,-0.33278
-0,-0
-0,-0
-0,-0
NaN,NaN
-0,-0
-0.093484,-0.16432
-0.20234,-0.23289
-0,-0
-0.23522,-0.24634
-0,-0
-0,-0
-0.057452,-0.19023
-0.11043,-0.16131
-0.30731,-0.32452
-0,-0
-0,-0
-0.25175,-0.25038
-0,-0
-0,-0
-0.49337,-0.36222
-0.50165,-0.34785
-0,-0
-0,-0
-0.40913,-0.16371
-0.49891,-0.44145
-0.53387,-0.43015
-0,-0
-0.40921,-0.5353
-0.51235,-0.60428
-0.31392,-0.48064
-0.29121,-0.2792
-0.51255,-0.56502
-0,-0
-0,-0
-0,-0
NaN,NaN
-0,-0
-0,-0
-0.20906,-0.17061
