0.15156,0.11427,35
0.17379,0.11416,35
0.2187,0.1065,43
0.29655,0.059326,10
0.16242,0.11083,8
0.14141,0.10265,46
0.21764,0.15811,27
0.24019,0.072527,31
0.31287,0.084935,20
0.24764,0.054324,28
0.11488,0.11299,9
0.07254,0.034892,31
0.12613,0.064922,41
0.13259,0.076282,29
0.072788,0.12974,35
0.21315,0.16192,24
0.18707,0.1347,19
-0.036773,-0.12975,7
0.2728,0.1286,29
0.20959,0.092995,23
0.29389,0.066878,20
0.17287,0.081347,18
0.08727,0.042436,30
0.062129,-0.0076387,9
0.10785,0.084995,41
0.1361,0.092932,33
0.11844,0.10999,65
0.10952,0.094004,29
0.13931,0.15444,41
0.13151,0.072674,41
0.14731,0.032596,30
0.20436,0.058641,42
0.32465,0.17908,3
0.28657,0.11207,40
0.24612,0.16088,23
0.22927,0.20183,7
0.1457,0.089475,21
0.10431,0.071765,15
0.16355,0.11852,52
0.084782,0.040663,77
0.082099,0.10743,106
0.048906,0.035684,46
0.11135,0.070915,25
0.059119,0.10611,66
0.07051,0.13829,53
0.073671,0.10325,37
0.091139,0.072848,27
0.21657,0.14047,17
0.21956,0.12661,32
0.28829,0.10238,18
0.24413,0.055001,80
0.22765,0.033249,50
0.2482,0.06216,68
0.21739,0.07678,40
0.24147,0.22659,6
0.12297,0.029969,7
0.14962,0.11924,61
0.13517,0.12671,74
0.12228,0.069963,71
0.14628,0.084038,76
0.1069,0.13906,20
0.060524,0.067514,83
0.0010192,0.017154,34
0.10833,0.18092,23
0.068688,0.14394,50
-0.001752,0.12229,59
-0.0081047,0.0065517,27
0.18623,0.14776,22
0.23492,0.17692,39
0.22887,0.15353,35
0.22493,0.14409,26
0.22457,0.069267,81
0.27983,0.11027,39
0.22606,-0.013697,54
0.29073,0.11928,34
0.28265,0.10116,59
0.26765,0.14845,56
0.1418,0.096311,8
0.10787,0.08206,20
0.21856,0.15859,64
0.13344,0.12962,43
0.15858,0.095452,32
0.123,0.12926,37
0.060366,0.022338,59
0.077923,0.11541,47
0.0037542,0.082947,38
-0.062497,-0.018802,48
-0.064922,0.0018683,34
0.015019,0.12356,38
-0.057685,0.12078,43
0.058423,0.14697,39
0.0060098,0.052602,22
0.094846,0.16196,41
0.11966,0.13298,38
0.14161,0.12741,17
0.18638,0.19282,20
0.1896,0.12908,66
0.20554,0.049938,46
0.32602,0.15981,55
0.21951,0.051158,17
0.18332,-0.091557,45
0.27098,0.077048,53
0.25416,0.13178,32
0.22947,0.11298,49
0.17075,0.14891,28
0.23996,0.19135,50
0.23614,0.18613,67
0.092238,0.11781,22
-5.5442,-3.5492,0
0.11146,0.09061,53
0.11363,0.068426,47
0.064896,0.092987,19
0.038857,0.17234,10
0.12607,0.14567,29
0.072428,0.081816,67
0.011286,0.1169,8
-0.038185,0.05521,17
-0.091601,0.033329,53
-0.045318,0.10675,53
-0.056873,0.04392,38
0.19084,0.16483,57
0.071451,0.15004,52
0.12083,0.13356,22
0.21014,0.1731,12
0.12796,0.12794,29
0.1005,0.011378,33
0.10553,-0.025172,47
0.28325,0.018409,15
0.30991,0.16679,40
0.37472,0.1024,46
0.31709,0.15636,15
0.2665,0.023196,7
0.30791,0.1364,50
0.23499,0.087763,46
0.18038,0.17531,34
0.044991,0.076683,44
0.36598,0.28251,55
0.20338,0.21886,20
0.16806,0.10347,3
0.15525,0.18441,28
0.14433,0.15585,73
0.095465,-0.0027695,53
0.022618,0.022272,41
