-0.24538,-0.20533
-0.37171,-0.45323
0,-0.053667
-0.30926,-0.13742
-1.1103,-1.5834
-1.4063,-1.9682
-1.1394,-1.0411
-0,-0
-0,-0
-0.16168,0
-0.72594,-0.35226
-0,-0
-2.6508,-3.8865
-3.1587,-4.5894
-2.1943,-2.6792
-2.5873,-2.3968
-1.7783,-1.6386
-2.3693,-2.0279
-1.4778,-1.6606
-1.3868,-1.2769
-0,-0
-1.7254,-0.93571
-2.2166,-1.3351
-1.9305,-1.9322
-3.6252,-4.9279
-3.676,-5.4535
-4.234,-5.5144
-4.0104,-4.5332
-3.8533,-3.6141
-4.0151,-3.2222
-3.9169,-3.1629
-3.1666,-3.1533
-2.1166,-2.3171
-1.8835,-2.1693
-2.3575,-2.1481
-2.8935,-1.8592
-3.2792,-1.7387
-2.9773,-1.5916
-3.3282,-2.7285
-3.8814,-4.5854
-4.9927,-7.4757
-5.4348,-8.3226
-5.5592,-8.2332
-5.7706,-7.1208
-6.525,-6.8154
-5.7173,-5.1784
-6.0364,-4.5738
-5.5217,-4.3454
-4.4564,-3.6719
-4.1773,-4.3115
-2.8325,-3.0674
-2.6356,-3.1524
-2.9918,-3.2416
-3.4265,-2.7923
-4.2496,-2.6705
-4.6877,-2.5922
-5.2653,-3.0846
-5.9734,-4.4096
-5.8322,-6.0638
-5.3786,-6.6202
-7.2199,-10.927
-6.4148,-10.697
-7.4937,-11.689
-8.0305,-12.288
-7.7957,-9.1372
-9.1171,-8.803
-9.7317,-7.7051
-10.058,-7.241
-8.4095,-6.0577
-7.7463,-5.8011
-7.0273,-6.3658
-0,-0
-0,-0
-6.3249,-7.7625
-4.5856,-5.4419
-4.8216,-4.8611
-4.8659,-3.7515
-6.4614,-4.3707
-6.5545,-4.001
-7.3302,-4.3174
-8.4535,-5.7212
-0,-0
-7.8792,-8.1348
-0,-0
-10.098,-15.187
-11.636,-18.208
-11.517,-17.197
-10.495,-15.832
-9.8516,-13.413
-11.357,-13.251
-12.337,-11.379
-12.81,-9.8917
-0,-0
-12.482,-8.2962
-12.041,-8.5467
-10.011,-7.889
-0,-0
-0,-0
-7.5253,-9.3274
-6.5537,-8.2842
-6.3235,-7.6932
-6.811,-7.8003
-8.0869,-8.404
-0,-0
-8.8715,-6.139
-9.5213,-6.0571
-10.885,-6.2618
-9.9939,-5.8881
-10.281,-7.1958
-10.58,-9.3397
-0,-0
-9.009,-11.867
-13.268,-21.677
-12.563,-21.43
-12.519,-20.332
-12.907,-18.104
-14.272,-17.994
-13.086,-15.474
-14.396,-15.621
-15.317,-12.985
-16.018,-13.095
-16.183,-11.261
-16.882,-11.084
-16.471,-11.358
-15.682,-11.328
-13.681,-11.253
-13.312,-12.42
-10.663,-11.797
-8.6201,-10.261
-10.275,-13.982
-10.31,-13.539
-10.971,-13.585
-8.7501,-10.029
-10.498,-10.122
-13.698,-11.507
-11.917,-8.4833
-12.785,-7.949
-13.849,-7.9125
-14.444,-8.3854
-15.117,-9.8636
-15.733,-12.389
-13.993,-12.753
-13.019,-14.618
-15.34,-20.793
-15.71,-20.443
-15.612,-19.847
-15.584,-19.404
-15.85,-19.393
-15.535,-18.584
-16.264,-18.47
-16.764,-18.19
-17.371,-16.276
-18.306,-15.414
-19.129,-14.643
-20.776,-14.499
-20.471,-15.401
-19.799,-14.214
-17.746,-12.859
-15.784,-12.384
-13.886,-11.999
-13.39,-13.304
-13.092,-14.323
-12.176,-15.989
-11.099,-15.532
-10.594,-15.31
-10.962,-15.177
-11.969,-14.858
-12.642,-13.839
-12.549,-10.917
-14.935,-11.744
-15.783,-11.152
-15.95,-10.278
-17.497,-10.247
-18.019,-10.179
-21.566,-12.843
-19.345,-12.933
-16.57,-13.652
-15.259,-15.66
-15.439,-19.602
-15.394,-21.462
-16.558,-19.061
-16.672,-18.425
-16.055,-18.81
-16.235,-18.847
-16.854,-18.796
-17.553,-18.655
-17.837,-19.311
-18.752,-19.245
-19.122,-17.615
-20.52,-18.068
-21.13,-17.021
-21.695,-16.72
-21.216,-18.333
-20.817,-16.066
-19.693,-16.511
-18.983,-15.73
-18.098,-16.415
-16.621,-15.967
NaN,NaN
-14.173,-16.474
-13.915,-17.274
-11.862,-16.606
-13.152,-17.482
-14.011,-17.702
-13.295,-17.352
-13.649,-16.726
-15.503,-17.021
-17.39,-16.184
-18.018,-14.419
-0,-0
-21.323,-13.145
-23.129,-13.542
-23.107,-13.16
-23.358,-13.53
-20.396,-13.746
-18.852,-15.612
-16.839,-17.318
-16.126,-19.665
-16.564,-21.1
-16.709,-20.024
-16.92,-18.359
-16.811,-16.826
-17.504,-17.43
-17.205,-18.298
-17.252,-19.001
-17.586,-19.224
-18.317,-19.252
-18.756,-19.374
-19.493,-19.252
-19.775,-18.538
-21.122,-18.435
-21.738,-18.24
-20.79,-20.023
-21.186,-19.352
-20.836,-19.242
-20.564,-19.131
-19.447,-18.069
-18.985,-16.884
-17.648,-16.421
-17.314,-16.831
-17.524,-18.356
-16.549,-17.582
-16.344,-18.137
-15.848,-19.389
-15.089,-18.194
-14.524,-18.029
-14.749,-18.11
-15.605,-18.022
-16.553,-18.524
-17.588,-18.331
-19.289,-17.619
-20.47,-16.153
-23.419,-16.642
-26.117,-15.645
-25.034,-15.896
-29.611,-17.152
-25.095,-15.735
-23.612,-15.896
-20.874,-17.876
-18.406,-19.266
-17.33,-19.841
-17.523,-20.828
-17.309,-20
-17.047,-19.106
-16.756,-17.994
-17.144,-17.464
-17.17,-16.866
-17.57,-17.776
-17.976,-18.643
-18.087,-19.607
-18.333,-20.002
-18.72,-20.55
-19.28,-20.073
-19.691,-20.035
-20.511,-19.851
-21.239,-18.772
-0,-0
-21.008,-19.843
-21.453,-19.825
-21.211,-20.37
-20.845,-19.977
-20.265,-20.37
-20.716,-18.801
-0,-0
-19.559,-18.466
-0,-0
-18.816,-18.336
-17.85,-19.632
-18.403,-18.992
-16.925,-18.627
-17.553,-20.809
-18.251,-22.185
-18.364,-21.867
-18.758,-21.166
-16.59,-18.639
-18.257,-18.744
-19.119,-18.396
-20.932,-18.428
-22.573,-18.55
-25.855,-18.232
-0,-0
-28.063,-18.544
-29.317,-19.3
-25.754,-18.252
-24.342,-19.911
-22.12,-20.359
-20.232,-19.079
-0,-0
-18.879,-20.899
-18.016,-20.289
