"Theta [deg]","dB(GainTotal) [] - Freq='0.1375GHz' Phi='0deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='5deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='10deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='15deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='20deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='25deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='30deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='35deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='40deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='45deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='50deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='55deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='60deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='65deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='70deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='75deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='80deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='85deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='90deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='95deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='100deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='105deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='110deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='115deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='120deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='125deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='130deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='135deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='140deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='145deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='150deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='155deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='160deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='165deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='170deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='175deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='180deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='185deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='190deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='195deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='200deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='205deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='210deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='215deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='220deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='225deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='230deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='235deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='240deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='245deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='250deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='255deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='260deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='265deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='270deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='275deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='280deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='285deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='290deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='295deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='300deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='305deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='310deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='315deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='320deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='325deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='330deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='335deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='340deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='345deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='350deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='355deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='360deg'"
-78,-4.04221635727277,-3.98258656942364,-3.69286073906637,-3.38731052113383,-3.35678577181732,-3.38395976499646,-3.39539960225104,-3.49619455783542,-3.59591023275425,-3.75409438421026,-4.04089836340202,-4.2406177196516,-4.38344643935298,-4.62010453157296,-4.80303751338658,-4.78108907276448,-4.59896044833195,-4.4976685748895,-4.51895922388785,-4.41502927918663,-4.13982230751477,-3.81767386183166,-3.59623304477,-3.53259450007159,-3.52708732804326,-3.50379784811797,-3.45325493881199,-3.52796474458108,-3.77633412889777,-3.91539987583991,-4.00097588700551,-4.20453512101366,-4.25189066170513,-4.21942418313381,-4.23155955204942,-4.11503486647841,-3.97409048972469,-3.79701863435667,-3.47054683893421,-3.14799744798549,-3.04260509845813,-3.05324778322542,-3.11470595469525,-3.31435907755273,-3.52018476598305,-3.68439219871205,-3.91316810930028,-4.20148989079995,-4.41110619049012,-4.55409027595491,-4.70683985617862,-4.77459958368661,-4.63640163431618,-4.30582598201922,-4.1415061453181,-4.09590351903873,-3.8712838376825,-3.81037405034752,-3.82283982590736,-3.57605446070456,-3.58662228144301,-3.82501921430212,-3.79107395586274,-3.905053295548,-4.2967080315844,-4.45998925867125,-4.49095412917517,-4.59452691136367,-4.53640612067275,-4.40972795922116,-4.39357791086189,-4.22277805805406,-4.04221635727277
-77,-3.65219337506392,-3.57310563617191,-3.2826280305299,-2.97636539771508,-2.94208926291558,-2.98393224340347,-3.01349873508548,-3.11558499148002,-3.23827986149211,-3.45036921365783,-3.7644627650469,-3.97889091266699,-4.15549341187981,-4.41824033574735,-4.6371509570049,-4.64890599191909,-4.4853547228999,-4.40547984895942,-4.40028458002523,-4.23565596467049,-3.94676011063684,-3.62502832607428,-3.36190349887844,-3.25276345832318,-3.23124861040859,-3.20225814003931,-3.15306664580959,-3.2291953919935,-3.45705526676197,-3.58752000921853,-3.69031830997931,-3.89684390902207,-3.93734304929094,-3.89731719652889,-3.89080728244092,-3.75613761188203,-3.59899435522192,-3.41361941476157,-3.09954228585816,-2.78209773382829,-2.66216901215429,-2.67617648056818,-2.75487051216991,-2.95922237386183,-3.17529901226247,-3.36660226877672,-3.6375819943019,-3.97468637999016,-4.22409785989725,-4.3952612764678,-4.5554666317577,-4.62831545583479,-4.52669125438906,-4.21605328637941,-4.00929761617539,-3.91710754817102,-3.68592718073837,-3.60620855541084,-3.57437049398295,-3.30371671284687,-3.29324913491334,-3.50785230594482,-3.47627217199825,-3.58710044590954,-3.96806674149597,-4.13584368936376,-4.15788319393531,-4.2632513000969,-4.22423069873825,-4.07650854063899,-4.02326784242074,-3.84360851887287,-3.65219337506392
-76,-3.36535288944057,-3.26351364705431,-2.96706543171784,-2.65467174592186,-2.6119553895906,-2.65993759176048,-2.69827052501089,-2.79716307015629,-2.93726201440753,-3.19341702664984,-3.52945316321449,-3.75609478709185,-3.96052340743235,-4.24087661651178,-4.48446390480392,-4.5246830668761,-4.37756760928477,-4.30991516110672,-4.27094145247244,-4.04742320713056,-3.74694870629497,-3.43051951194118,-3.13598504844653,-2.99021640321505,-2.95905750107486,-2.93218650325055,-2.89200561517831,-2.97554578562129,-3.19324085376047,-3.32758662000907,-3.4552889803492,-3.67265201918693,-3.71426662015373,-3.67204224275986,-3.65299821843932,-3.50137370176609,-3.32335070735349,-3.12734635150125,-2.82268455294935,-2.50405224709246,-2.36424876719279,-2.37525266475028,-2.46441435851937,-2.66843056947962,-2.88780312428339,-3.09692003425568,-3.400906259293,-3.77895234178017,-4.06162281270912,-4.2556856211336,-4.4199968843942,-4.49204414714645,-4.4208171756902,-4.12967962600807,-3.87706223338183,-3.73534849659351,-3.50035092263808,-3.40227957860869,-3.33148233010736,-3.04811104582438,-3.02152677037903,-3.21766830116887,-3.19993258161942,-3.31761170621199,-3.69613651420793,-3.87917517619802,-3.9050294415347,-4.02230234216844,-4.0090928810122,-3.84690177358985,-3.76180353934889,-3.57205690150815,-3.36535288944057
-75,-3.18625320100456,-3.0581244852278,-2.75066099111016,-2.42691376775603,-2.37114842245294,-2.4174393221471,-2.45609839545612,-2.54740802089286,-2.69893765188781,-2.98886934655339,-3.34025085832929,-3.57484112858338,-3.79935449099803,-4.08709717342128,-4.34199229581795,-4.40313183168209,-4.26829440662666,-4.20184630078391,-4.12349447548868,-3.84649046056612,-3.53752408562872,-3.23159170655049,-2.91749175755419,-2.74519764763279,-2.71131836161443,-2.69457138420025,-2.67110509137847,-2.76859846551962,-2.98670387870931,-3.13779970213439,-3.29994862942127,-3.53708184324225,-3.58795386171007,-3.55006234966179,-3.52530892720368,-3.35768599451098,-3.15395463120251,-2.94477653708026,-2.64644609388322,-2.32006465953453,-2.15480626166258,-2.15691986406334,-2.24975456206194,-2.44785935452919,-2.66361331410712,-2.8811125312259,-3.2079727532205,-3.61723910819382,-3.92441921531948,-4.13457375289198,-4.29819612582635,-4.36179146197724,-4.31200626198574,-4.03792543975893,-3.73797069704628,-3.54645560291867,-3.31106587706722,-3.1970254725418,-3.09474440484857,-2.81017243376397,-2.77311051626533,-2.95628565215427,-2.96339696933315,-3.09826238038844,-3.48260637681857,-3.69181280934165,-3.73476211852202,-3.87422094066062,-3.89438361022982,-3.72482300244898,-3.61309528787773,-3.41253316245902,-3.18625320100456
-74,-3.11918002287715,-2.96070000699663,-2.63698940516222,-2.29643675478414,-2.22270280292352,-2.25980070459537,-2.29104363544518,-2.37054090277734,-2.52737282548143,-2.84054823171151,-3.19957220671769,-3.43632029439751,-3.67174162561739,-3.95532664249741,-4.20679746300506,-4.27936301415064,-4.15078925589234,-4.07357662539218,-3.95259837728441,-3.63070485496035,-3.31698866167413,-3.02661348255466,-2.70563952315033,-2.51761344474783,-2.48806477226809,-2.48936733213854,-2.49028897261507,-2.6085865564143,-2.83766443260669,-3.01873580925133,-3.22671742502465,-3.49390031651667,-3.5628463570524,-3.53724960991257,-3.51456912531274,-3.33169165534828,-3.09694163206359,-2.87162941202502,-2.57619914423736,-2.23489349912542,-2.03815318008176,-2.02578227782192,-2.11538639649052,-2.30146964441298,-2.50673069949716,-2.72317549971364,-3.06204255292709,-3.49121502966606,-3.81240098334895,-4.03080277074068,-4.18794098229911,-4.23408463670584,-4.19442559655696,-3.93325806389066,-3.58693342063945,-3.34808481075785,-3.11600327609753,-2.9898608401115,-2.86500957526268,-2.59043991488138,-2.54884561550228,-2.72445576252857,-2.76674549135485,-2.92934285145041,-3.32765085948758,-3.57396444441381,-3.64812905464797,-3.82072342818156,-3.88306288213507,-3.71421553107253,-3.5813598165486,-3.36954715223543,-3.11918002287715
-73,-3.16859558230097,-2.97489774404554,-2.62917686679698,-2.26574326778908,-2.16840553609892,-2.18869181747252,-2.20520561175563,-2.26887045325398,-2.4248540757433,-2.75053397457258,-3.10846950375365,-3.34030404695538,-3.57642230653984,-3.84349818239681,-4.0763210401874,-4.14948065716591,-4.01975327137077,-3.92006785504384,-3.75602824920611,-3.40018180887806,-3.08567052598432,-2.81528809917964,-2.50011494470283,-2.30723836299976,-2.28877110417182,-2.31566649685932,-2.34848173508741,-2.4944977989846,-2.74484924684441,-2.96938988893385,-3.23645164168973,-3.54567912165771,-3.64278619395974,-3.63935257438147,-3.62794993099066,-3.43044157987176,-3.15855348775489,-2.91351445739364,-2.61690479460481,-2.25244309000479,-2.01748383600464,-1.98511936468843,-2.06435108639596,-2.23173900389142,-2.41961280758484,-2.62555322603553,-2.96489200416717,-3.40129429128781,-3.72470991095231,-3.9430239555533,-4.08739621162186,-4.10634173681046,-4.06392578510642,-3.8104002771019,-3.42134720353076,-3.14013556377273,-2.91488603389471,-2.78140112584998,-2.64350605049493,-2.38915414494461,-2.34887591998332,-2.52201147152475,-2.60890217503729,-2.80980040537704,-3.22995165462434,-3.52416825861138,-3.64477919463912,-3.86266100659873,-3.97772515923698,-3.81925111292878,-3.67142788544141,-3.44812718190154,-3.16859558230097
-72,-3.33905682500275,-3.1041624087498,-2.72981537394327,-2.33645918545151,-2.2087615042141,-2.20402106532326,-2.19866721560987,-2.24277579647466,-2.39184109260642,-2.71904356164359,-3.06620358634914,-3.28507553121267,-3.5111479687352,-3.7492531510827,-3.94874694648184,-4.0112012107732,-3.8722483241414,-3.73999927692482,-3.53538672465915,-3.15767185627674,-2.84603740248599,-2.59899815130614,-2.30136106973472,-2.11395238594911,-2.11258123303447,-2.17185270203982,-2.2436509106233,-2.42406011424326,-2.70539617743039,-2.98690009904627,-3.32805344020581,-3.69338965062857,-3.83069528871426,-3.8619286787965,-3.87316891142331,-3.66170793032352,-3.34540735210571,-3.07618313925625,-2.77329686388874,-2.37584584519174,-2.09493478294981,-2.03697178768256,-2.09832091155909,-2.23975369312262,-2.40326324410922,-2.58915728980803,-2.91678671842058,-3.34664269968031,-3.65979490667972,-3.86978362044536,-3.99518643599136,-3.97722456188187,-3.91872215290647,-3.66721132771698,-3.24160725948805,-2.92494917974531,-2.70945370119952,-2.57361410512633,-2.43193900058589,-2.20639232261589,-2.17278921428434,-2.34802622347065,-2.4876877222803,-2.73713890420537,-3.18649863486333,-3.53891025045408,-3.72241588095081,-3.99943308731162,-4.18007998105202,-4.04398530635857,-3.888548879231,-3.65373311800623,-3.33905682500275
-71,-3.63441823311423,-3.35091213828699,-2.94021656577439,-2.50870639642847,-2.34241080226931,-2.30336908446892,-2.26900267570314,-2.29030585050777,-2.42661443757535,-2.74410010110715,-3.06998935560423,-3.26730374352344,-3.4727189494423,-3.67016868194878,-3.82334037707072,-3.86437860396035,-3.70842925148103,-3.5363528076137,-3.29627021196661,-2.9086133634268,-2.60278801749581,-2.38101162434497,-2.11083871194737,-1.93799082767906,-1.95855186675973,-2.05575443856991,-2.17280924483621,-2.39363889318883,-2.71459650585056,-3.06595698048958,-3.49752426633768,-3.93525094746825,-4.127454531118,-4.2095176471086,-4.25803504459049,-4.03367076768418,-3.66417370873413,-3.36520796600921,-3.04947687546423,-2.60696183316248,-2.27112467907377,-2.18175955391729,-2.21726558465268,-2.32493674583283,-2.4570148126947,-2.61315813865596,-2.91633197362154,-3.32517076332237,-3.61553254674311,-3.80965903190909,-3.91055205499372,-3.84692233839125,-3.75986385126089,-3.50521695618409,-3.05125883100355,-2.70724701638169,-2.50349754675371,-2.36987260914552,-2.23258761699363,-2.04223800712466,-2.01980595167552,-2.20099665099068,-2.39985187380961,-2.7072075796971,-3.19219454642521,-3.6119040700891,-3.87568809477038,-4.22766200396999,-4.48956209452167,-4.39116992614372,-4.23743116047621,-3.99144186738205,-3.63441823311423
-70,-4.05577378182624,-3.7145663758209,-3.25865591476137,-2.77964605497488,-2.56484664079853,-2.48083446211127,-2.41029143281532,-2.40635176430141,-2.52458547140369,-2.82098323108922,-3.11463559684506,-3.28189482914651,-3.45704119132438,-3.60399302975929,-3.70069643341786,-3.71130394679747,-3.53188602033086,-3.31632516618125,-3.04782857025552,-2.66084443276477,-2.36268723654286,-2.16649248225581,-1.93121088940862,-1.78017461118409,-1.82589566051978,-1.96480720532618,-2.13200577737403,-2.39808380874258,-2.76551854260489,-3.19790129975968,-3.73631600538795,-4.26447738965961,-4.52946804963321,-4.68345128755942,-4.78872973976303,-4.55348008497023,-4.12024286303764,-3.78472948783329,-3.44758509811581,-2.94503382891176,-2.54399792817405,-2.4172972727787,-2.41859631856228,-2.48434185703605,-2.57795576367353,-2.69451884475269,-2.96019699503652,-3.33352945074162,-3.58939381157198,-3.76140133930893,-3.83347180181544,-3.71731027677185,-3.59136621771226,-3.32963346811908,-2.85674878857378,-2.49382138864677,-2.30269444416016,-2.17489157873829,-2.04837427666041,-1.89697072046586,-1.88900748923886,-2.07905405854741,-2.34112047501183,-2.71392444131713,-3.23930500911565,-3.73304613607596,-4.09437828023895,-4.53877082184907,-4.90047010246436,-4.85950494097629,-4.71980961948368,-4.46375887957703,-4.05577378182624
-69,-4.59697698955312,-4.18749633801036,-3.67692764030435,-3.14074833331947,-2.8661695926071,-2.72516682846061,-2.61158477599582,-2.58135199582202,-2.67724639732148,-2.94148121829271,-3.19213609018041,-3.3218726469539,-3.45922097234213,-3.54885335487751,-3.58283193482459,-3.55668390261013,-3.34947619802402,-3.09058054798352,-2.80184005262094,-2.42403357691393,-2.13416912350208,-1.96229600813614,-1.76640065411759,-1.64207857394997,-1.71419605274949,-1.8962262828391,-2.11633835952864,-2.43057885853026,-2.84859013072426,-3.36957744996198,-4.02886055330903,-4.66543227924303,-5.02401129003473,-5.27702513318423,-5.46534794975743,-5.22336041979221,-4.71434448499813,-4.3344082649645,-3.96479261779426,-3.38396846621858,-2.90663641646563,-2.73695963214617,-2.69561199651643,-2.71140067699531,-2.75992913882226,-2.82724603677671,-3.04272833261811,-3.36712746551704,-3.57864659205983,-3.72406661896331,-3.76473032994996,-3.59194068063918,-3.41995903505806,-3.1488725327165,-2.66684089396755,-2.29304165020697,-2.1142648426091,-1.99454688160415,-1.88287879669331,-1.7712469394234,-1.77958477703786,-1.98019816602802,-2.30629356101758,-2.74900991553818,-3.31684983897288,-3.88715536861664,-4.36080716160194,-4.91500147046568,-5.39663556228936,-5.43791957018228,-5.32901415323037,-5.06562688730504,-4.59697698955312
-68,-5.23566807889206,-4.74739698332241,-4.17418759113635,-3.57318406965505,-3.22759970115759,-3.01715590754509,-2.85488915478691,-2.79957964099719,-2.87081389700233,-3.0930438837889,-3.29132929070684,-3.37836595822674,-3.47371016491552,-3.50339287500505,-3.47307755653448,-3.40727780400324,-3.17067542581053,-2.87206257867092,-2.57154887418123,-2.20894961336153,-1.9267805479906,-1.77657414172333,-1.62149061893782,-1.52609495959401,-1.62355638321061,-1.84718025906403,-2.12002410189373,-2.4825747847574,-2.95128379316079,-3.56218224931289,-4.34943920158836,-5.10786584534152,-5.58121014977997,-5.96577269580234,-6.27151913620806,-6.03127667182108,-5.43493204514209,-5.00283063317131,-4.58720043716294,-3.90740358475231,-3.34357243854326,-3.12667641572588,-3.03504746408896,-2.99401585109801,-2.99205724070342,-3.00137610190926,-3.15550592143036,-3.42019148639801,-3.58056535692139,-3.69710808836543,-3.70591068219721,-3.47585295160542,-3.25450243411454,-2.97366109606752,-2.49183230368285,-2.11426386649029,-1.94650812077631,-1.83558910698274,-1.74027374445125,-1.66623412076844,-1.69107231808545,-1.90253170398004,-2.28942816235319,-2.80185431703945,-3.41013888301231,-4.05284352613823,-4.64673923046561,-5.32368269762325,-5.94250033737556,-6.09464462829388,-6.03873431774775,-5.77391887315913,-5.23566807889206
-67,-5.91732633492686,-5.34461581609806,-4.70727893255914,-4.0410083814701,-3.61683501834066,-3.32666531952291,-3.11309798989528,-3.03734086693941,-3.08482911558117,-3.2580916590923,-3.39782888072317,-3.44080322654331,-3.4945099635177,-3.46680032268059,-3.37576832043672,-3.27125921100179,-3.00660748287207,-2.67467684202619,-2.37052410490214,-2.02670409893846,-1.75055867932267,-1.61825112704014,-1.50246040245738,-1.43536010965472,-1.55464510340623,-1.81494654734278,-2.13656666853605,-2.54391315033161,-3.05814226087363,-3.75067509239422,-4.65939444727091,-5.54019594224077,-6.14251213746006,-6.69025318606452,-7.15261308504434,-6.93058902927689,-6.24251589149118,-5.75446686933188,-5.27860328131447,-4.48071351629798,-3.82528667027835,-3.56059241809887,-3.41369629283007,-3.31204842604521,-3.25688046488912,-3.20183895040768,-3.28696647643438,-3.48589318315346,-3.59260449172798,-3.68040163733028,-3.65929987759921,-3.37522369548266,-3.10519893933605,-2.8159935291998,-2.34272604281995,-1.96722946246641,-1.80827926107634,-1.70527759945291,-1.62516569295112,-1.58365696591118,-1.62352043850275,-1.84446108532567,-2.28412992259517,-2.85969870620672,-3.50081029063331,-4.20226907318389,-4.9110404433974,-5.71102454283697,-6.47111514787221,-6.75943357948349,-6.7825844862973,-6.52778184350136,-5.91732633492686
-66,-6.53407296858976,-5.88659238520319,-5.19944507619522,-4.48360341020294,-3.98369048269025,-3.61072633230123,-3.34905795056178,-3.26198932264405,-3.29138595555383,-3.4139733950349,-3.4945111033845,-3.49742338127456,-3.51543742003493,-3.4387169661154,-3.2957748737755,-3.15742604587839,-2.86897361525742,-2.51211092892276,-2.21171674337219,-1.88806859033617,-1.61542504677569,-1.49644228563484,-1.41578576133872,-1.37353227654584,-1.50860943277656,-1.7970266191939,-2.15905591499723,-2.60327035206774,-3.15146529423043,-3.90472790377107,-4.90728522798527,-5.88644668123525,-6.61080312443868,-7.33394471526814,-7.97939459707926,-7.80354797940049,-7.04270434357489,-6.50791542360555,-5.96334916462862,-5.04067339956898,-4.3017255429898,-3.99609859087858,-3.79477524406776,-3.63475519120394,-3.52857280320513,-3.4075972094827,-3.42232466854239,-3.55656919418888,-3.61248854447158,-3.6741861419897,-3.62771026318358,-3.29690727159611,-2.98275474731336,-2.68812440068202,-2.23047997681886,-1.86151357410688,-1.70846314753626,-1.61096452757883,-1.54233942536556,-1.52572283879793,-1.57755729574741,-1.80482179712833,-2.28395834931537,-2.90833950534043,-3.56786229946948,-4.30295314051393,-5.10097289364354,-6.00047527631053,-6.87638911668198,-7.30516165328795,-7.42760098712613,-7.20128344801053,-6.53407296858976
-65,-6.91840199704077,-6.23448673598596,-5.5377869537512,-4.81373910132321,-4.26029260616481,-3.81567151263957,-3.51791299962246,-3.43343519838689,-3.4561989638206,-3.53428710280691,-3.56285460063717,-3.53617868270679,-3.53045781411573,-3.41904143400226,-3.23795123815989,-3.07439539803102,-2.7690715938526,-2.39693527058736,-2.10677898376771,-1.80291666882942,-1.53064724022844,-1.41987750761221,-1.36794059986661,-1.3444315686813,-1.48685069097476,-1.79120399281824,-2.18062035735809,-2.64902831570973,-3.21295630605009,-3.99233057788895,-5.03602148687133,-6.05673644210956,-6.85919255187283,-7.72010710180005,-8.52251349492685,-8.42692666959014,-7.65941497999601,-7.11387366296801,-6.51159446712415,-5.48931372170023,-4.69899807837449,-4.37125101289526,-4.12631854149347,-3.91979144936634,-3.77239786464245,-3.59184054741613,-3.54413150534202,-3.62406170554147,-3.63818788960796,-3.67891950857918,-3.61423652759439,-3.24793172563623,-2.89761657887799,-2.60173699360817,-2.16539461044953,-1.80605127835125,-1.65548294608877,-1.55965515308301,-1.4964139090455,-1.49491065867741,-1.55430425623246,-1.78289231079291,-2.28292201341911,-2.93351228443117,-3.59010632032628,-4.3227384026221,-5.16100694415372,-6.10526912219918,-7.02946968478371,-7.55810545863416,-7.7729493951505,-7.59569963438158,-6.91840199704077
-64,-6.89823627792445,-6.24356138716778,-5.6003631885926,-4.93364695719344,-4.37272563967342,-3.88686028005769,-3.57492001878654,-3.51005581765931,-3.54292191111173,-3.59220253214376,-3.58525393346399,-3.54601302366316,-3.53408576183586,-3.40769063834713,-3.20658913986756,-3.02989184494976,-2.71701498554388,-2.3400035876464,-2.06561967292068,-1.77979131251109,-1.50438272652443,-1.39636502286601,-1.36484618865967,-1.35157294766517,-1.4906813729795,-1.79554288989544,-2.19502160190854,-2.67058289526072,-3.22637143910698,-3.98634642416586,-4.99903741141432,-5.9790162356338,-6.77943597300288,-7.67750583134961,-8.52865697900581,-8.52793195613937,-7.86387807053122,-7.37293865747104,-6.75702241869666,-5.70848203206914,-4.92840179263586,-4.61097676571064,-4.34604276490163,-4.11670066493273,-3.94735859143859,-3.72431302478549,-3.63382664493118,-3.68020415548694,-3.66778330486218,-3.69507702146059,-3.62198399970105,-3.235013567472,-2.85935684102829,-2.56733467098403,-2.15664828679026,-1.80874161640483,-1.65685589033217,-1.5575613308901,-1.49142807213478,-1.49363121439767,-1.55513357991118,-1.77827927037198,-2.27600820103233,-2.92290829346989,-3.54998714365099,-4.23757783334619,-5.04995302136764,-5.96067366928761,-6.83617601930667,-7.37812053939161,-7.63667654251008,-7.51602033557915,-6.89823627792445
-63,-6.41546804281271,-5.85079660457073,-5.31882930442472,-4.77518604455416,-4.26669337304309,-3.78581845841651,-3.48818359204164,-3.4591548202925,-3.52106048000415,-3.56567650291397,-3.54800715534944,-3.51835061955765,-3.52185390683753,-3.40440363808317,-3.20496661214365,-3.03019567726352,-2.72118216381528,-2.35009438962341,-2.09612454380575,-1.82556656822166,-1.5432906752779,-1.43230289458965,-1.411304015804,-1.39763670629457,-1.52091118710645,-1.80834654570179,-2.19733307714197,-2.65992341264168,-3.18068950259215,-3.87222729320826,-4.77947033069234,-5.63786441971918,-6.35059228335318,-7.16527603486859,-7.92746950373571,-7.99484570661163,-7.51834873449462,-7.14296118168798,-6.57905692040991,-5.60881003800081,-4.91564597858333,-4.64809159672609,-4.39674935994694,-4.1775944965929,-4.01381181872658,-3.77651845142226,-3.67441722059535,-3.71746158489892,-3.69927008548162,-3.72294322072264,-3.65381407024594,-3.26414251716886,-2.87622795535098,-2.59383746997816,-2.21195514715462,-1.87611217538109,-1.71879119483241,-1.60965547039407,-1.53038138445185,-1.52379204129006,-1.58129064549628,-1.79068702035059,-2.25966780580016,-2.86844228167708,-3.43782024915662,-4.03929025991323,-4.75865620122644,-5.55929816196764,-6.3010186010925,-6.76691693015983,-7.00261006985811,-6.92318518352729,-6.41546804281271
-62,-5.57816379313301,-5.12565143768118,-4.7267342130042,-4.33997529323288,-3.93409519827389,-3.50628086689182,-3.2504807630715,-3.26803724021412,-3.37509357298974,-3.44305886704357,-3.44415365390293,-3.44848042758328,-3.49083224922161,-3.40868244589247,-3.23506664136235,-3.07978325338041,-2.78787524189995,-2.43371238571185,-2.20396506027028,-1.94516258285018,-1.65218381057164,-1.53222619682854,-1.51043831166206,-1.48392975170227,-1.57743238912498,-1.82811403941118,-2.18459467646291,-2.61311540891639,-3.07276746794516,-3.65309580593195,-4.39876563923094,-5.0849663700336,-5.65569793390438,-6.31059980934581,-6.90657843860495,-6.99662799811881,-6.70612453598889,-6.46022705230763,-5.9956414084572,-5.18587399996776,-4.63866814152163,-4.45310310238338,-4.24869420752558,-4.07328224245509,-3.94512867450528,-3.7290204256606,-3.65386853882061,-3.72969960881924,-3.7303959900693,-3.76246390860713,-3.71215459023029,-3.34027198439668,-2.95487437532063,-2.68833809530964,-2.3373114597603,-2.01302284762799,-1.84581575473236,-1.71922730625656,-1.61476226962509,-1.5863235194638,-1.6334372302769,-1.81961950933968,-2.23217296594834,-2.76808547733041,-3.25473809545227,-3.73894995602264,-4.31508232457026,-4.95664698563937,-5.5250931286339,-5.86773621529537,-6.03684592216287,-5.9726585255322,-5.57816379313301
