0.026 0.785 -10.27948 -10.15781
0.026 2.356 -10.27722 -10.15534
0.026 3.927 -7.79293 -7.72443
0.026 5.498 -7.79530 -7.72665
0.051 0.393 -10.50802 -10.39214
0.051 1.178 -12.94396 -12.74316
0.051 1.964 -12.94120 -12.74024
0.051 2.749 -10.50177 -10.38583
0.051 3.534 -7.81112 -7.75290
0.051 4.320 -6.22731 -6.17996
0.051 5.105 -6.22975 -6.18235
0.051 5.891 -7.81699 -7.75892
0.077 0.262 -10.71758 -10.61684
0.077 0.785 -13.85631 -13.64056
0.077 1.309 -16.29159 -15.95623
0.077 1.833 -16.28837 -15.95289
0.077 2.356 -13.84836 -13.63225
0.077 2.880 -10.70780 -10.60687
0.077 3.403 -7.97894 -7.93660
0.077 3.927 -6.03976 -6.00711
0.077 4.451 -5.03653 -4.99535
0.077 4.974 -5.03902 -4.99786
0.077 5.498 -6.04643 -6.01377
0.077 6.021 -7.98822 -7.94598
0.102 0.196 -10.98965 -10.91154
0.102 0.589 -14.39944 -14.19373
0.102 0.982 -18.23432 -17.82186
0.102 1.374 -21.28832 -20.65181
0.102 1.767 -21.28427 -20.64757
0.102 2.160 -18.22449 -17.81134
0.102 2.553 -14.38725 -14.18091
0.102 2.945 -10.97673 -10.89832
0.102 3.338 -8.23541 -8.21588
0.102 3.731 -6.16636 -6.15517
0.102 4.123 -4.76870 -4.74012
0.102 4.516 -4.06238 -4.01663
0.102 4.909 -4.06471 -4.01902
0.102 5.301 -4.77538 -4.74681
0.102 5.694 -6.17642 -6.16524
0.102 6.087 -8.24760 -8.22810
0.128 0.157 -11.33663 -11.28891
0.128 0.471 -14.87275 -14.69095
0.128 0.785 -19.51709 -19.07095
0.128 1.100 -25.65506 -24.63217
0.128 1.414 -32.34744 -30.12625
0.128 1.728 -32.33566 -30.11538
0.128 2.042 -25.63697 -24.61332
0.128 2.356 -19.49937 -19.05234
0.128 2.670 -14.85497 -14.67244
0.128 2.985 -11.31986 -11.27178
0.128 3.299 -8.57429 -8.58519
0.128 3.613 -6.44382 -6.46189
0.128 3.927 -4.85352 -4.84797
0.128 4.241 -3.78852 -3.75033
0.128 4.555 -3.25425 -3.19405
0.128 4.870 -3.25675 -3.19657
0.128 5.184 -3.79564 -3.75747
0.128 5.498 -4.86469 -4.85910
0.128 5.812 -6.45750 -6.47558
0.128 6.126 -8.59054 -8.60146
0.153 0.131 -11.76516 -11.75648
0.153 0.393 -15.36679 -15.22019
0.153 0.654 -20.50096 -20.05181
0.153 0.916 -29.61152 -28.09148
0.153 1.178 -39.84368 -42.40346
0.153 1.440 -29.74922 -31.23467
0.153 1.702 -29.75501 -31.24346
0.153 1.964 -39.90620 -42.45216
0.153 2.225 -29.57091 -28.05113
0.153 2.487 -20.47594 -20.02547
0.153 2.749 -15.34494 -15.19747
0.153 3.011 -11.74443 -11.73532
0.153 3.272 -8.99844 -9.04819
0.153 3.534 -6.83241 -6.88823
0.153 3.796 -5.13232 -5.15978
0.153 4.058 -3.86028 -3.84331
0.153 4.320 -3.01029 -2.95108
0.153 4.582 -2.58531 -2.50076
0.153 4.843 -2.58778 -2.50328
0.153 5.105 -3.01764 -2.95838
0.153 5.367 -3.87196 -3.85491
0.153 5.629 -5.14759 -5.17501
0.153 5.891 -6.85033 -6.90630
0.153 6.152 -9.01822 -9.06815
0.179 0.112 -12.28082 -12.32073
0.179 0.337 -15.91732 -15.81664
0.179 0.561 -21.35874 -20.92968
0.179 0.785 -33.31056 -31.15717
0.179 1.010 -30.64257 -32.22520
0.179 1.234 -23.75116 -24.43473
0.179 1.459 -21.59735 -22.08691
0.179 1.683 -21.59876 -22.08916
0.179 1.907 -23.75745 -24.44464
0.179 2.132 -30.67232 -32.27022
0.179 2.356 -33.23441 -31.08640
0.179 2.581 -21.32652 -20.89555
0.179 2.805 -15.89091 -15.78905
0.179 3.029 -12.25619 -12.29555
0.179 3.254 -9.51120 -9.60930
